Generation,Avg Fitness,Best Fitness,Avg Size,Best Individual,Simplified
0,1.699854448996075E9,7.952880674932944,1.699854448996075E9,(2.7899847896023102 / (0.1800078802852314 + ((0.1800078802852314 * (8.554264676665046 * 8.8826306260688)) / (X1  - 2.7899847896023102)))),(2.7899847896023102 / (0.1800078802852314 + (13.677785990615345 / (X1  - 2.7899847896023102))))
1,2.0621126921239212E8,2.549810741495552,2.0621126921239212E8,(X1  / ((11.157731778917187 / 2.7899847896023102) + (X1  / 13.772525305724976))),(X1  / (3.999208820241501 + (X1  / 13.772525305724976)))
2,2221351.1128124828,2.549810741495552,2221351.1128124828,(X1  / ((11.157731778917187 / 2.7899847896023102) + (X1  / 13.772525305724976))),(X1  / (3.999208820241501 + (X1  / 13.772525305724976)))
3,22337.34354909738,2.549810741495552,22337.34354909738,(X1  / ((11.157731778917187 / 2.7899847896023102) + (X1  / 13.772525305724976))),(X1  / (3.999208820241501 + (X1  / 13.772525305724976)))
4,9572.041650645318,2.549810741495552,9572.041650645318,(X1  / ((11.157731778917187 / 2.7899847896023102) + (X1  / 13.772525305724976))),(X1  / (3.999208820241501 + (X1  / 13.772525305724976)))
5,8750.89742792035,2.0955400075277293,8750.89742792035,(((X1  / 8.8826306260688) + (X1  * 13.772525305724976)) / (((X1  - (X1  / (12.30995814683235 + 8.8826306260688))) + (8.592003316568434 * 8.592003316568434)) - ((8.8826306260688 + (8.554264676665046 * 0.1800078802852314)) / (10.531152679891969 * (8.8826306260688 * 12.30995814683235))))),(((X1  / 8.8826306260688) + (X1  * 13.772525305724976)) / (((X1  - (X1  / 21.19258877290115)) + 73.82252099192297) - 0.009050996255884045))
6,127532.30526194503,2.0955400075277293,127532.30526194503,(((X1  / 8.8826306260688) + (X1  * 13.772525305724976)) / (((X1  - (X1  / (12.30995814683235 + 8.8826306260688))) + (8.592003316568434 * 8.592003316568434)) - ((8.8826306260688 + (8.554264676665046 * 0.1800078802852314)) / (10.531152679891969 * (8.8826306260688 * 12.30995814683235))))),(((X1  / 8.8826306260688) + (X1  * 13.772525305724976)) / (((X1  - (X1  / 21.19258877290115)) + 73.82252099192297) - 0.009050996255884045))
7,38363.39412345903,2.0955400075277293,38363.39412345903,(((X1  / 8.8826306260688) + (X1  * 13.772525305724976)) / (((X1  - (X1  / (12.30995814683235 + 8.8826306260688))) + (8.592003316568434 * 8.592003316568434)) - ((8.8826306260688 + (8.554264676665046 * 0.1800078802852314)) / (10.531152679891969 * (8.8826306260688 * 12.30995814683235))))),(((X1  / 8.8826306260688) + (X1  * 13.772525305724976)) / (((X1  - (X1  / 21.19258877290115)) + 73.82252099192297) - 0.009050996255884045))
8,290013.0785687032,2.037383836247408,290013.0785687032,(((((12.30995814683235 + 0.1800078802852314) / 8.554264676665046) / 8.8826306260688) + (X1  * 13.772525305724976)) / (((X1  - (X1  / (12.30995814683235 + 8.8826306260688))) - 12.30995814683235) - ((10.531152679891969 + (8.554264676665046 * 0.1800078802852314)) - (8.554264676665046 * 11.157731778917187)))),((0.16437545600717804 + (X1  * 13.772525305724976)) / (((X1  - (X1  / 21.19258877290115)) - 12.30995814683235) - -83.37520309635705))
9,5328015.559994162,2.0246002448456775,5328015.559994162,(((((13.772525305724976 / (((12.30995814683235 / X1 ) + (11.157731778917187 / ((13.772525305724976 / 2.7899847896023102) + 12.30995814683235))) + ((((X1  / 11.157731778917187) / (11.157731778917187 - 0.1800078802852314)) / ((12.30995814683235 - 8.592003316568434) - X1 )) / (((8.8826306260688 / (8.8826306260688 / 13.772525305724976)) * (8.8826306260688 / (X1  - 8.554264676665046))) + 13.772525305724976)))) * 11.157731778917187) / 8.8826306260688) + (X1  * 13.772525305724976)) / (((X1  - (X1  / (12.30995814683235 + ((10.531152679891969 - 2.7899847896023102) - (12.30995814683235 - 12.30995814683235))))) + (8.592003316568434 * 8.592003316568434)) - ((12.30995814683235 + (((8.554264676665046 - 10.531152679891969) - 6.847545872395419) / X1 )) / (10.531152679891969 * X1 )))),(((((13.772525305724976 / (((12.30995814683235 / X1 ) + 0.646961021589852) + ((((X1  / 11.157731778917187) / 10.977723898631956) / (3.717954830263917 - X1 )) / ((13.772525305724978 * (8.8826306260688 / (X1  - 8.554264676665046))) + 13.772525305724976)))) * 11.157731778917187) / 8.8826306260688) + (X1  * 13.772525305724976)) / (((X1  - (X1  / 20.05112603712201)) + 73.82252099192297) - ((12.30995814683235 + (-8.824433875622343 / X1 )) / (10.531152679891969 * X1 ))))
10,1.0584319189031305E7,2.004178606306464,1.0584319189031305E7,((((6.847545872395419 - 2.7899847896023102) / 8.8826306260688) + (X1  * 13.772525305724976)) / (((X1  - 13.772525305724976) + 8.8826306260688) - (((11.157731778917187 / (10.531152679891969 + 8.592003316568434)) * ((13.772525305724976 + X1 ) / (12.30995814683235 / (((13.772525305724976 / (X1  / 0.1800078802852314)) / ((((2.7899847896023102 - 0.1800078802852314) / 8.554264676665046) + 2.7899847896023102) - 8.8826306260688)) / ((12.30995814683235 - 8.554264676665046) + X1 ))))) - (11.157731778917187 * (6.847545872395419 - 0.1800078802852314))))),((0.4567972319917203 + (X1  * 13.772525305724976)) / (((X1  - 13.772525305724976) + 8.8826306260688) - ((0.5834670689807908 * ((13.772525305724976 + X1 ) / (12.30995814683235 / (((13.772525305724976 / (X1  / 0.1800078802852314)) / -5.787537564982118) / (3.755693470167305 + X1 ))))) - 74.39460054170554)))
11,2.1093370721722264E7,1.3124965415931449,2.1093370721722264E7,((X1  / (X1  - ((10.531152679891969 - 12.30995814683235) - (13.772525305724976 - (12.30995814683235 / ((10.531152679891969 - 11.157731778917187) + (12.30995814683235 / X1 ))))))) * (12.30995814683235 - (X1  / ((12.30995814683235 + ((10.531152679891969 * (10.531152679891969 + 12.30995814683235)) * 0.1800078802852314)) * ((8.554264676665046 / 13.772525305724976) - 10.531152679891969))))),((X1  / (X1  - (-1.7788054669403817 - (13.772525305724976 - (12.30995814683235 / (-0.6265790990252178 + (12.30995814683235 / X1 ))))))) * (12.30995814683235 - (X1  / -551.0938028090346)))
12,1.2005742126606552E8,1.0646559368831898,1.2005742126606552E8,((X1  / (X1  - ((10.531152679891969 - 12.30995814683235) - (13.772525305724976 - (12.30995814683235 / ((10.531152679891969 - 11.157731778917187) + (0.1800078802852314 / X1 ))))))) * (12.30995814683235 - (X1  / ((12.30995814683235 + ((10.531152679891969 * (10.531152679891969 + 12.30995814683235)) * 0.1800078802852314)) * ((8.554264676665046 / 13.772525305724976) - 10.531152679891969))))),((X1  / (X1  - (-1.7788054669403817 - (13.772525305724976 - (12.30995814683235 / (-0.6265790990252178 + (0.1800078802852314 / X1 ))))))) * (12.30995814683235 - (X1  / -551.0938028090346)))
13,1.0007085837708123E8,1.0646559368831898,1.0007085837708123E8,((X1  / (X1  - ((10.531152679891969 - 12.30995814683235) - (13.772525305724976 - (12.30995814683235 / ((10.531152679891969 - 11.157731778917187) + (0.1800078802852314 / X1 ))))))) * (12.30995814683235 - (X1  / ((12.30995814683235 + ((10.531152679891969 * (10.531152679891969 + 12.30995814683235)) * 0.1800078802852314)) * ((8.554264676665046 / 13.772525305724976) - 10.531152679891969))))),((X1  / (X1  - (-1.7788054669403817 - (13.772525305724976 - (12.30995814683235 / (-0.6265790990252178 + (0.1800078802852314 / X1 ))))))) * (12.30995814683235 - (X1  / -551.0938028090346)))
14,8.91886197021664E8,0.9601056932831593,8.91886197021664E8,((X1  + (X1  * 13.772525305724976)) / (((X1  - 11.157731778917187) + 12.30995814683235) - (((11.157731778917187 + (X1  * 13.772525305724976)) / (((X1  - (X1  / (12.30995814683235 + 8.8826306260688))) + (8.592003316568434 * 8.592003316568434)) - ((8.8826306260688 + (8.554264676665046 * 0.1800078802852314)) / ((10.531152679891969 / (8.592003316568434 + (12.30995814683235 / (8.592003316568434 * 2.7899847896023102)))) + (X1  * 12.30995814683235))))) / ((11.157731778917187 / (((10.531152679891969 - 2.7899847896023102) * (0.1800078802852314 + 10.531152679891969)) + (10.531152679891969 * ((8.592003316568434 + (((12.30995814683235 / 12.30995814683235) + 12.30995814683235) / ((11.157731778917187 * (((6.847545872395419 - 0.1800078802852314) - (12.30995814683235 - (11.157731778917187 / X1 ))) + 13.772525305724976)) + (8.554264676665046 / 8.554264676665046)))) + 8.8826306260688)))) - 0.1800078802852314)))),((X1  + (X1  * 13.772525305724976)) / (((X1  - 11.157731778917187) + 12.30995814683235) - (((11.157731778917187 + (X1  * 13.772525305724976)) / (((X1  - (X1  / 21.19258877290115)) + 73.82252099192297) - (10.422465677914104 / (1.1565670956288059 + (X1  * 12.30995814683235))))) / ((11.157731778917187 / (82.91689219618074 + (10.531152679891969 * ((8.592003316568434 + (13.30995814683235 / ((11.157731778917187 * ((6.667537992110188 - (12.30995814683235 - (11.157731778917187 / X1 ))) + 13.772525305724976)) + 1.0))) + 8.8826306260688)))) - 0.1800078802852314))))
